Description,Date,Amount,Area,Type
Frutería mercado local,16/06/2023,"13,00",Food,Expenses
Tarde cine ciudad,09/06/2023,"17,63",Leisure,Expenses
Tapas bar con amigos,08/06/2023,"11,40",Food,Expenses
Juego online suscripción,06/06/2023,"15,83",Leisure,Expenses
Pago trabajo mínimo,02/06/2023,"55,00",Salary,Income
Inversión pequeña bolsa,01/06/2023,"20,00",Investment,Expenses
Cobro trabajo esporádico,29/05/2023,"86,00",Salary,Income
Compra online facturada,29/05/2023,"6,40",Invoice,Expenses
Ingreso pequeño trabajo,28/05/2023,"25,00",Salary,Income
Tarde de compras,27/05/2023,"11,30",Leisure,Expenses
Alimentación semana corriente,26/05/2023,"8,00",Food,Expenses
Cobro trabajo freelance,25/05/2023,"155,00",Salary,Income
Cena romántica restaurante,23/05/2023,"7,20",Food,Expenses
Spotify música mensual,19/05/2023,"10,00",Leisure,Expenses
Comida rápida mediodía,19/05/2023,"6,20",Food,Expenses
Pago trabajo mínimo,14/05/2023,"30,00",Salary,Income
Ingreso puntual extra,04/05/2023,"100,00",Deposit,Income
Inversión pequeña bolsa,01/05/2023,"20,00",Investment,Expenses
Noche fútbol bar,01/05/2023,"5,90",Leisure,Expenses
Compra Lidl alimentación,28/04/2023,"11,80",Food,Expenses
Cobro trabajo esporádico,27/04/2023,"92,00",Salary,Income
Ingreso pequeño trabajo,27/04/2023,"50,00",Salary,Income
Suscripción anual servicio,25/04/2023,"36,60",Invoice,Expenses
Almuerzo entre semana,22/04/2023,"3,00",Food,Expenses
Carnicería compra semana,21/04/2023,"4,85",Food,Expenses
Tómbola lotería ocio,20/04/2023,"15,80",Leisure,Expenses
Pago servicio online,18/04/2023,"90,00",Invoice,Expenses
Netflix suscripción mensual,16/04/2023,"2,70",Leisure,Expenses
Pago trabajo mínimo,15/04/2023,"55,00",Salary,Income
Alimentación semana corriente,14/04/2023,"6,20",Food,Expenses
Ingreso trabajo esporádico,12/04/2023,"110,00",Deposit,Income
Salida noche amigos,09/04/2023,"9,50",Leisure,Expenses
Compra Lidl alimentación,31/03/2023,"6,20",Food,Expenses
Cuota gimnasio mensual,30/03/2023,"6,40",Invoice,Expenses
Ingreso pequeño trabajo,29/03/2023,"85,00",Salary,Income
Amazon Prime renovación,28/03/2023,"0,47",Invoice,Expenses
Pago suscripción app,26/03/2023,"839,99",Invoice,Expenses
Cobro trabajo esporádico,26/03/2023,"80,00",Salary,Income
Tour ciudad vacaciones,26/03/2023,"72,00",Vacations,Expenses
Panadería desayunos semana,24/03/2023,"6,20",Food,Expenses
Pago servicio online,23/03/2023,"8,18",Invoice,Expenses
Cuota comunidad propietarios,20/03/2023,"1,29",Invoice,Expenses
Carnicería compra semana,17/03/2023,"6,20",Food,Expenses
Ocio fin de semana,11/03/2023,"2,70",Leisure,Expenses
Cobro trabajo esporádico,10/03/2023,"30,00",Salary,Income
Mercadona semana despensa,10/03/2023,"6,20",Food,Expenses
Devolución dinero prestado,05/03/2023,"100,00",Deposit,Income
Pago trabajo mínimo,05/03/2023,"25,00",Salary,Income
Pedido comida online,05/03/2023,"17,50",Food,Expenses
Compra ocio personal,04/03/2023,"1,70",Leisure,Expenses
Comida rápida mediodía,03/03/2023,"6,20",Food,Expenses
Aportación mínima fondo,01/03/2023,"20,00",Investment,Expenses
Recibo domiciliado mensual,28/02/2023,"6,40",Invoice,Expenses
Ingreso pequeño trabajo,27/02/2023,"99,00",Salary,Income
Cena entre semana,26/02/2023,"1,75",Food,Expenses
Transferencia recibida amigo,24/02/2023,"20,00",Deposit,Income
Compra supermercado semanal,24/02/2023,"6,20",Food,Expenses
Reembolso compra anterior,20/02/2023,"14,00",Deposit,Income
Panadería desayunos semana,19/02/2023,"7,60",Food,Expenses
Cobro trabajo esporádico,18/02/2023,"25,00",Salary,Income
Streaming plataforma digital,18/02/2023,"11,00",Leisure,Expenses
Amazon Prime renovación,17/02/2023,"10,00",Invoice,Expenses
Carnicería compra semana,17/02/2023,"6,20",Food,Expenses
Pago servicio online,10/02/2023,"14,06",Invoice,Expenses
Devolución pago exceso,07/02/2023,"30,00",Deposit,Income
Ingreso puntual extra,05/02/2023,"100,00",Deposit,Income
Noche fútbol bar,04/02/2023,"13,00",Leisure,Expenses
Compra grande mensual,04/02/2023,"9,20",Food,Expenses
Frutería mercado local,03/02/2023,"5,90",Food,Expenses
Ingreso pequeño trabajo,01/02/2023,"82,00",Salary,Income
Micro inversión fondo,01/02/2023,"20,00",Investment,Expenses
Comida rápida mediodía,31/01/2023,"5,90",Food,Expenses
Tapas bar con amigos,31/01/2023,"4,00",Food,Expenses
Salida noche amigos,29/01/2023,"35,00",Leisure,Expenses
Menú del día trabajo,29/01/2023,"22,00",Food,Expenses
Seguro coche mensual,29/01/2023,"8,00",Invoice,Expenses
Pago trabajo mínimo,27/01/2023,"23,00",Salary,Income
Almuerzo entre semana,26/01/2023,"5,90",Food,Expenses
Cuota plataforma web,22/01/2023,"3,00",Invoice,Expenses
Cuota comunidad propietarios,20/01/2023,"1,96",Invoice,Expenses
Amazon Prime renovación,19/01/2023,"0,82",Invoice,Expenses
Transferencia recibida amigo,17/01/2023,"30,00",Deposit,Income
Cobro deuda pendiente,15/01/2023,"100,00",Deposit,Income
Cena entre semana,15/01/2023,"13,95",Food,Expenses
Seguro coche mensual,14/01/2023,"35,60",Invoice,Expenses
Compra online facturada,11/01/2023,"50,00",Invoice,Expenses
Ocio fin de semana,05/01/2023,"7,80",Leisure,Expenses
Factura gas calefacción,04/01/2023,"20,00",Invoice,Expenses
Aportación mínima fondo,01/01/2023,"20,00",Investment,Expenses
Transferencia familiar recibida,01/01/2023,"10,00",Deposit,Income
Evento deporte espectáculo,31/12/2022,"4,00",Leisure,Expenses
Ingreso trabajo esporádico,30/12/2022,"50,00",Deposit,Income
Panadería desayunos semana,30/12/2022,"9,00",Food,Expenses
Cuota comunidad propietarios,30/12/2022,"8,00",Invoice,Expenses
Carnicería compra semana,30/12/2022,"7,05",Food,Expenses
Concierto música live,28/12/2022,"9,00",Leisure,Expenses
Ingreso pequeño trabajo,23/12/2022,"93,00",Salary,Income
Tapas bar con amigos,22/12/2022,"15,00",Food,Expenses
Cobro trabajo esporádico,18/12/2022,"32,00",Salary,Income
Compra diaria alimentación,18/12/2022,"16,00",Food,Expenses
Compra ocio personal,18/12/2022,"7,90",Leisure,Expenses
Cuota plataforma web,18/12/2022,"6,00",Invoice,Expenses
Factura internet fibra,17/12/2022,"80,00",Invoice,Expenses
Menú del día trabajo,16/12/2022,"5,90",Food,Expenses
Tasa municipal anual,11/12/2022,"218,87",Invoice,Expenses
Factura gas calefacción,7/12/2022,"7,61",Invoice,Expenses
Actividad cultural ciudad,3/12/2022,"1,08",Leisure,Expenses
Devolución dinero prestado,2/12/2022,"10,00",Deposit,Income
Carnicería compra semana,2/12/2022,"5,90",Food,Expenses
Inversión pequeña bolsa,1/12/2022,"20,00",Investment,Expenses
Cobro trabajo esporádico,29/11/2022,"83,00",Salary,Income
Seguro hogar anual,29/11/2022,"8,00",Invoice,Expenses
Cuota plataforma web,29/11/2022,"3,00",Invoice,Expenses
Reembolso compra anterior,28/11/2022,"20,00",Deposit,Income
Pago trabajo mínimo,27/11/2022,"23,00",Salary,Income
Evento deporte espectáculo,27/11/2022,"5,87",Leisure,Expenses
Compra grande mensual,26/11/2022,"32,30",Food,Expenses
Café con compañeros,26/11/2022,"3,00",Leisure,Expenses
Cena restaurante semana,24/11/2022,"5,00",Leisure,Expenses
Ocio fin de semana,24/11/2022,"3,00",Leisure,Expenses
Almuerzo entre semana,18/11/2022,"5,90",Food,Expenses
Noche fútbol bar,17/11/2022,"20,00",Leisure,Expenses
Tapas bar con amigos,17/11/2022,"7,78",Food,Expenses
Factura teléfono móvil,15/11/2022,"3,18",Invoice,Expenses
Aportación mínima fondo,14/11/2022,"15,00",Investment,Expenses
Ingreso pequeño trabajo,12/11/2022,"31,00",Salary,Income
Mercadona semana despensa,11/11/2022,"5,90",Food,Expenses
Amazon Prime renovación,9/11/2022,"0,79",Invoice,Expenses
Pago trabajo mínimo,8/11/2022,"23,00",Salary,Income
Compra diaria alimentación,8/11/2022,"1,69",Food,Expenses
Factura gas calefacción,6/11/2022,"1,00",Invoice,Expenses
Servicio profesional puntual,5/11/2022,"2,35",Invoice,Expenses
Compra supermercado semanal,4/11/2022,"5,90",Food,Expenses
Salida bar copas,4/11/2022,"2,00",Leisure,Expenses
Devolución pago exceso,4/11/2022,"0,10",Deposit,Income
Micro inversión fondo,1/11/2022,"20,00",Investment,Expenses
Cobro trabajo esporádico,31/10/2022,"100,00",Salary,Income
Salida noche amigos,29/10/2022,"3,65",Leisure,Expenses
Menú del día trabajo,28/10/2022,"5,90",Food,Expenses
Tómbola lotería ocio,26/10/2022,"10,00",Leisure,Expenses
Cobro deuda pendiente,24/10/2022,"20,00",Deposit,Income
Factura luz mes,24/10/2022,"1,45",Invoice,Expenses
Videojuego descarga digital,23/10/2022,"1,79",Leisure,Expenses
Pago trabajo mínimo,22/10/2022,"27,00",Salary,Income
Tapas bar con amigos,22/10/2022,"12,70",Food,Expenses
Compra diaria alimentación,21/10/2022,"5,90",Food,Expenses
Frutería mercado local,15/10/2022,"25,35",Food,Expenses
Compra grande mensual,14/10/2022,"4,10",Food,Expenses
Ingreso puntual extra,13/10/2022,"4,50",Deposit,Income
Tapas bar con amigos,7/10/2022,"5,90",Food,Expenses
Salida bar copas,2/10/2022,"1,00",Leisure,Expenses
Tasa municipal anual,1/10/2022,"8,00",Invoice,Expenses
Ingreso extra varios,30/09/2022,"50,00",Deposit,Income
Ingreso pequeño trabajo,30/09/2022,"32,00",Salary,Income
Compra online facturada,30/09/2022,"1,45",Invoice,Expenses
Actividad deportiva semana,29/09/2022,"27,50",Leisure,Expenses
Salida noche amigos,25/09/2022,"11,95",Leisure,Expenses
Tarifa plan datos móvil,25/09/2022,"2,00",Invoice,Expenses
Evento deporte espectáculo,22/09/2022,"63,20",Leisure,Expenses
Devolución pago exceso,22/09/2022,"20,00",Deposit,Income
Cobro trabajo esporádico,21/09/2022,"23,00",Salary,Income
Pago suscripción app,16/09/2022,"2,15",Invoice,Expenses
Transferencia familiar recibida,12/09/2022,"20,00",Deposit,Income
Suscripción anual servicio,12/09/2022,"8,90",Invoice,Expenses
Juego online suscripción,11/09/2022,"19,95",Leisure,Expenses
Cena restaurante semana,10/09/2022,"21,81",Leisure,Expenses
Factura luz mes,10/09/2022,"15,00",Invoice,Expenses
Tómbola lotería ocio,08/09/2022,"21,00",Leisure,Expenses
Salida noche amigos,08/09/2022,"8,80",Leisure,Expenses
Streaming plataforma digital,06/09/2022,"15,98",Leisure,Expenses
Amazon Prime renovación,06/09/2022,"7,15",Invoice,Expenses
Ingreso trabajo parcial,05/09/2022,"457,74",Salary,Income
Factura gas calefacción,03/09/2022,"3,07",Invoice,Expenses
Micro inversión fondo,01/09/2022,"20,00",Investment,Expenses
Transferencia recibida amigo,01/09/2022,"20,00",Deposit,Income
Factura internet fibra,01/09/2022,"8,00",Invoice,Expenses
Noche fútbol bar,31/08/2022,"1,20",Leisure,Expenses
Reembolso compra anterior,28/08/2022,"40,00",Deposit,Income
Salida bar copas,28/08/2022,"9,95",Leisure,Expenses
Pago trabajo puntual,08/08/2022,"225,19",Salary,Income
Inversión pequeña bolsa,08/08/2022,"18,30",Investment,Expenses
Evento deporte espectáculo,04/08/2022,"1,00",Leisure,Expenses
Aportación cartera bolsa,01/08/2022,"50,00",Investment,Expenses
Compra ocio personal,01/08/2022,"33,40",Leisure,Expenses
Aportación mínima fondo,01/08/2022,"20,00",Investment,Expenses
Recibo domiciliado mensual,01/08/2022,"16,00",Invoice,Expenses
Café con compañeros,01/08/2022,"14,00",Leisure,Expenses
Tasa municipal anual,01/08/2022,"2,65",Invoice,Expenses
Factura luz mes,30/07/2022,"2,70",Invoice,Expenses
Cobro nómina empresa,29/07/2022,"1143,51",Salary,Income
Tarde cine ciudad,27/07/2022,"7,10",Leisure,Expenses
Tarifa plan datos móvil,24/07/2022,"1,05",Invoice,Expenses
Netflix suscripción mensual,21/07/2022,"7,79",Leisure,Expenses
Devolución pago exceso,19/07/2022,"5,00",Deposit,Income
Ingreso extra varios,16/07/2022,"50,00",Deposit,Income
Streaming plataforma digital,16/07/2022,"28,45",Leisure,Expenses
Salida noche amigos,15/07/2022,"3,70",Leisure,Expenses
Compra ocio personal,13/07/2022,"7,10",Leisure,Expenses
Cuota plataforma web,09/07/2022,"42,20",Invoice,Expenses
Tarde cine ciudad,09/07/2022,"11,00",Leisure,Expenses
Suscripción anual servicio,09/07/2022,"1,45",Invoice,Expenses
Devolución dinero prestado,05/07/2022,"163,40",Deposit,Income
Factura teléfono móvil,05/07/2022,"30,00",Invoice,Expenses
Cobro trabajo freelance,04/07/2022,"234,54",Salary,Income
Seguro coche mensual,02/07/2022,"16,00",Invoice,Expenses
Salida bar copas,02/07/2022,"3,65",Leisure,Expenses
Factura gas calefacción,30/06/2022,"6,95",Invoice,Expenses
Tarde de compras,30/06/2022,"4,40",Leisure,Expenses
Tómbola lotería ocio,30/06/2022,"4,28",Leisure,Expenses
Cuota plataforma web,29/06/2022,"1,45",Invoice,Expenses
Streaming plataforma digital,28/06/2022,"14,00",Leisure,Expenses
Ocio fin de semana,28/06/2022,"1,50",Leisure,Expenses
Cuota gimnasio mensual,26/06/2022,"25,74",Invoice,Expenses
Spotify música mensual,24/06/2022,"1,95",Leisure,Expenses
Factura luz mes,24/06/2022,"1,45",Invoice,Expenses
Pago trabajo mínimo,22/06/2022,"29,00",Salary,Income
Transferencia familiar recibida,20/06/2022,"50,00",Deposit,Income
Compra online facturada,20/06/2022,"21,00",Invoice,Expenses
Cobro trabajo esporádico,19/06/2022,"23,00",Salary,Income
Ingreso pequeño trabajo,18/06/2022,"23,00",Salary,Income
Transferencia recibida amigo,12/06/2022,"2,00",Deposit,Income
Netflix suscripción mensual,10/06/2022,"11,95",Leisure,Expenses
Factura teléfono móvil,10/06/2022,"1,45",Invoice,Expenses
Cuota gimnasio mensual,08/06/2022,"1,60",Invoice,Expenses
Cobro trabajo esporádico,05/06/2022,"27,00",Salary,Income
Pago trabajo mínimo,05/06/2022,"23,00",Salary,Income
Ingreso trabajo esporádico,05/06/2022,"20,00",Deposit,Income
Recibo agua mensual,02/06/2022,"16,00",Invoice,Expenses
Micro inversión fondo,01/06/2022,"30,00",Investment,Expenses
Inversión pequeña bolsa,01/06/2022,"30,00",Investment,Expenses
Cena romántica restaurante,01/06/2022,"7,30",Food,Expenses
Cena marisquería vacaciones,31/05/2022,"21,20",Vacations,Expenses
Restaurante cena viaje,31/05/2022,"10,00",Vacations,Expenses
Bocadillo playa vacaciones,31/05/2022,"7,88",Vacations,Expenses
Actividad turística viaje,31/05/2022,"6,00",Vacations,Expenses
Paseo barco vacaciones,31/05/2022,"6,00",Vacations,Expenses
Helado paseo vacacional,31/05/2022,"5,20",Vacations,Expenses
Tren reserva vacaciones,31/05/2022,"2,40",Vacations,Expenses
Ingreso extra varios,30/05/2022,"200,00",Deposit,Income
Reserva actividad vacaciones,30/05/2022,"54,43",Vacations,Expenses
Desayuno hotel turístico,30/05/2022,"17,23",Vacations,Expenses
Cena marisquería vacaciones,30/05/2022,"3,10",Vacations,Expenses
Comida rápida mediodía,28/05/2022,"4,76",Food,Expenses
Pedido comida online,28/05/2022,"3,69",Food,Expenses
Amazon Prime renovación,26/05/2022,"44,34",Invoice,Expenses
Pago servicio online,22/05/2022,"20,00",Invoice,Expenses
Cuota comunidad propietarios,21/05/2022,"3,49",Invoice,Expenses
Inversión periódica fondo,20/05/2022,"50,00",Investment,Expenses
Compra Lidl alimentación,18/05/2022,"1,88",Food,Expenses
Alimentación semana corriente,16/05/2022,"3,68",Food,Expenses
Menú del día trabajo,16/05/2022,"1,90",Food,Expenses
Bocadillo playa vacaciones,15/05/2022,"12,00",Vacations,Expenses
Bus turístico facturado,15/05/2022,"6,10",Vacations,Expenses
Helado paseo vacacional,15/05/2022,"6,00",Vacations,Expenses
Tapas bar ciudad viaje,15/05/2022,"3,80",Vacations,Expenses
Desayuno hotel turístico,14/05/2022,"22,00",Vacations,Expenses
Espectáculo nocturno viaje,14/05/2022,"7,00",Vacations,Expenses
Entrada museo viaje,14/05/2022,"5,00",Vacations,Expenses
Restaurante cena viaje,14/05/2022,"3,50",Vacations,Expenses
Cena marisquería vacaciones,14/05/2022,"3,50",Vacations,Expenses
Seguro viaje contratado,14/05/2022,"1,00",Vacations,Expenses
Hotel noche viaje,13/05/2022,"36,00",Vacations,Expenses
Reserva actividad vacaciones,13/05/2022,"6,70",Vacations,Expenses
Helado paseo vacacional,13/05/2022,"2,70",Vacations,Expenses
Tren reserva vacaciones,12/05/2022,"109,85",Vacations,Expenses
Compra supermercado semanal,11/05/2022,"71,95",Food,Expenses
Cobro deuda pendiente,11/05/2022,"1,20",Deposit,Income
Frutería mercado local,09/05/2022,"7,06",Food,Expenses
Almuerzo entre semana,07/05/2022,"10,00",Food,Expenses
Factura gas calefacción,07/05/2022,"6,00",Invoice,Expenses
Compra Lidl alimentación,06/05/2022,"8,05",Food,Expenses
Carnicería compra semana,03/05/2022,"14,67",Food,Expenses
Menú del día trabajo,02/05/2022,"5,19",Food,Expenses
Aportación mínima fondo,01/05/2022,"30,00",Investment,Expenses
Cuota gimnasio mensual,01/05/2022,"10,00",Invoice,Expenses
Desayuno hotel turístico,01/05/2022,"6,20",Vacations,Expenses
Tapas bar ciudad viaje,01/05/2022,"4,10",Vacations,Expenses
Restaurante cena viaje,30/04/2022,"18,40",Vacations,Expenses
Tour ciudad vacaciones,30/04/2022,"1,90",Vacations,Expenses
Alquiler coche viaje,30/04/2022,"1,00",Vacations,Expenses
Mercadona semana despensa,27/04/2022,"2,88",Food,Expenses
Compra ocio personal,27/04/2022,"0,50",Leisure,Expenses
Comida rápida mediodía,25/04/2022,"44,36",Food,Expenses
Micro inversión fondo,25/04/2022,"25,00",Investment,Expenses
Amazon Prime renovación,25/04/2022,"13,60",Invoice,Expenses
Salida bar copas,25/04/2022,"1,00",Leisure,Expenses
Bus turístico facturado,23/04/2022,"24,80",Vacations,Expenses
Tasa municipal anual,23/04/2022,"20,00",Invoice,Expenses
Carnicería compra semana,23/04/2022,"2,19",Food,Expenses
Menú del día trabajo,21/04/2022,"9,90",Food,Expenses
Salida noche amigos,19/04/2022,"0,50",Leisure,Expenses
Suscripción servicio digital,16/04/2022,"1,00",Invoice,Expenses
Cena entre semana,13/04/2022,"32,35",Food,Expenses
Almuerzo entre semana,11/04/2022,"15,36",Food,Expenses
Carnicería compra semana,09/04/2022,"14,40",Food,Expenses
Recibo domiciliado mensual,09/04/2022,"13,00",Invoice,Expenses
Cuota gimnasio mensual,09/04/2022,"6,30",Invoice,Expenses
Tómbola lotería ocio,09/04/2022,"1,90",Leisure,Expenses
Compra grande mensual,08/04/2022,"47,52",Food,Expenses
Cuota comunidad propietarios,05/04/2022,"15,00",Invoice,Expenses
Frutería mercado local,04/04/2022,"5,96",Food,Expenses
Inversión pequeña bolsa,01/04/2022,"30,00",Investment,Expenses
Tapas bar con amigos,30/03/2022,"1,88",Food,Expenses
Panadería desayunos semana,26/03/2022,"121,11",Food,Expenses
Compra Lidl alimentación,24/03/2022,"29,21",Food,Expenses
Frutería mercado local,22/03/2022,"31,70",Food,Expenses
Tapas bar con amigos,19/03/2022,"55,91",Food,Expenses
Concierto música live,18/03/2022,"10,50",Leisure,Expenses
Factura internet fibra,18/03/2022,"4,30",Invoice,Expenses
Netflix suscripción mensual,18/03/2022,"3,00",Leisure,Expenses
Cena entre semana,17/03/2022,"0,49",Food,Expenses
Actividad cultural ciudad,16/03/2022,"19,00",Leisure,Expenses
Seguro coche mensual,16/03/2022,"6,00",Invoice,Expenses
Ingreso puntual extra,15/03/2022,"643,60",Deposit,Income
Ocio fin de semana,12/03/2022,"5,00",Leisure,Expenses
Videojuego descarga digital,12/03/2022,"0,52",Leisure,Expenses
Factura teléfono móvil,04/03/2022,"100,38",Invoice,Expenses
Cuota plataforma web,04/03/2022,"19,90",Invoice,Expenses
Devolución dinero prestado,04/03/2022,"5,50",Deposit,Income
Ingreso extra varios,04/03/2022,"5,00",Deposit,Income
Comida rápida mediodía,02/03/2022,"0,95",Food,Expenses
Inversión pequeña bolsa,01/03/2022,"30,00",Investment,Expenses
Ingreso freelance extra,01/03/2022,"5,00",Deposit,Income
Aportación mínima fondo,28/02/2022,"25,00",Investment,Expenses
Transferencia recibida amigo,28/02/2022,"4,91",Deposit,Income
Salida bar copas,27/02/2022,"1,48",Leisure,Expenses
Tarde de compras,27/02/2022,"1,48",Leisure,Expenses
Ingreso trabajo parcial,24/02/2022,"146,00",Salary,Income
Servicio profesional puntual,22/02/2022,"20,55",Invoice,Expenses
Cena restaurante semana,21/02/2022,"10,00",Leisure,Expenses
Evento deporte espectáculo,21/02/2022,"10,00",Leisure,Expenses
Devolución dinero prestado,21/02/2022,"7,93",Deposit,Income
Devolución pago exceso,19/02/2022,"50,00",Deposit,Income
Suscripción anual servicio,19/02/2022,"16,00",Invoice,Expenses
Seguro hogar anual,19/02/2022,"10,00",Invoice,Expenses
Tarde cine ciudad,19/02/2022,"2,00",Leisure,Expenses
Café con compañeros,19/02/2022,"2,00",Leisure,Expenses
Cuota gimnasio mensual,17/02/2022,"12,79",Invoice,Expenses
Ingreso puntual extra,14/02/2022,"6,50",Deposit,Income
Factura teléfono móvil,09/02/2022,"10,00",Invoice,Expenses
Actividad deportiva semana,06/02/2022,"20,00",Leisure,Expenses
Transferencia recibida amigo,06/02/2022,"20,00",Deposit,Income
Factura luz mes,06/02/2022,"2,00",Invoice,Expenses
Cobro deuda pendiente,05/02/2022,"50,00",Deposit,Income
Pago suscripción app,05/02/2022,"20,00",Invoice,Expenses
Tasa municipal anual,05/02/2022,"1,09",Invoice,Expenses
Micro inversión fondo,01/02/2022,"30,00",Investment,Expenses
Inversión pequeña bolsa,01/02/2022,"20,00",Investment,Expenses
Cuota gimnasio mensual,30/01/2022,"2,95",Invoice,Expenses
Cobro trabajo freelance,28/01/2022,"125,00",Salary,Income
Recibo agua mensual,28/01/2022,"1,09",Invoice,Expenses
Factura internet fibra,20/01/2022,"1,09",Invoice,Expenses
Ingreso trabajo esporádico,18/01/2022,"48,99",Deposit,Income
Ingreso freelance extra,18/01/2022,"20,00",Deposit,Income
Factura teléfono móvil,18/01/2022,"16,00",Invoice,Expenses
Seguro coche mensual,14/01/2022,"0,89",Invoice,Expenses
Aportación cartera bolsa,09/01/2022,"50,00",Investment,Expenses
Reembolso compra anterior,07/01/2022,"10,00",Deposit,Income
Spotify música mensual,07/01/2022,"6,00",Leisure,Expenses
Recibo agua mensual,05/01/2022,"1,00",Invoice,Expenses
Cuota plataforma web,24/12/2021,"4,00",Invoice,Expenses
Ocio fin de semana,22/12/2021,"11,85",Leisure,Expenses
Pago suscripción app,22/12/2021,"2,55",Invoice,Expenses
Seguro coche mensual,22/12/2021,"0,49",Invoice,Expenses
Ingreso extra varios,21/12/2021,"170,00",Deposit,Income
Pago trabajo puntual,21/12/2021,"138,00",Salary,Income
Aportación mínima fondo,21/12/2021,"15,00",Investment,Expenses
Factura internet fibra,21/12/2021,"0,65",Invoice,Expenses
Cuota comunidad propietarios,20/12/2021,"16,00",Invoice,Expenses
Servicio profesional puntual,19/12/2021,"9,75",Invoice,Expenses
Amazon Prime renovación,17/12/2021,"70,00",Invoice,Expenses
Compra online facturada,14/12/2021,"3,00",Invoice,Expenses
Factura internet fibra,9/12/2021,"0,65",Invoice,Expenses
Micro inversión fondo,7/12/2021,"19,00",Investment,Expenses
Tarde de compras,4/12/2021,"20,00",Leisure,Expenses
Tarde cine ciudad,4/12/2021,"3,00",Leisure,Expenses
Ingreso puntual extra,4/12/2021,"0,50",Deposit,Income
Devolución pago exceso,3/12/2021,"50,00",Deposit,Income
Transferencia recibida amigo,3/12/2021,"1,00",Deposit,Income
Pago servicio online,3/12/2021,"0,49",Invoice,Expenses
Pago trabajo puntual,2/12/2021,"128,00",Salary,Income
Inversión pequeña bolsa,2/12/2021,"25,00",Investment,Expenses
Seguro hogar anual,30/11/2021,"53,00",Invoice,Expenses
Transferencia familiar recibida,27/11/2021,"65,00",Deposit,Income
Suscripción servicio digital,26/11/2021,"48,99",Invoice,Expenses
Cuota plataforma web,23/11/2021,"3,00",Invoice,Expenses
Factura internet fibra,22/11/2021,"65,00",Invoice,Expenses
Pago servicio online,22/11/2021,"0,99",Invoice,Expenses
Suscripción servicio digital,19/11/2021,"0,49",Invoice,Expenses
Devolución dinero prestado,18/11/2021,"50,00",Deposit,Income
Factura luz mes,18/11/2021,"16,00",Invoice,Expenses
Amazon Prime renovación,18/11/2021,"0,49",Invoice,Expenses
Ingreso trabajo parcial,15/11/2021,"149,00",Salary,Income
Aportación mínima fondo,15/11/2021,"1,00",Investment,Expenses
Ingreso puntual extra,11/11/2021,"6,07",Deposit,Income
Tasa municipal anual,11/11/2021,"0,65",Invoice,Expenses
Inversión pequeña bolsa,10/11/2021,"35,00",Investment,Expenses
Micro inversión fondo,10/11/2021,"20,00",Investment,Expenses
Recibo domiciliado mensual,8/11/2021,"0,65",Invoice,Expenses
Evento deporte espectáculo,7/11/2021,"12,50",Leisure,Expenses
Seguro hogar anual,5/11/2021,"0,49",Invoice,Expenses
Aportación mínima fondo,5/11/2021,"0,01",Investment,Expenses
Amazon Prime renovación,3/11/2021,"0,65",Invoice,Expenses
Suscripción servicio digital,29/10/2021,"1,34",Invoice,Expenses
Recibo domiciliado mensual,28/10/2021,"1,09",Invoice,Expenses
Seguro hogar anual,26/10/2021,"0,65",Invoice,Expenses
Actividad cultural ciudad,23/10/2021,"1,75",Leisure,Expenses
Inversión ETF mensual,22/10/2021,"100,00",Investment,Expenses
Inversión pequeña bolsa,22/10/2021,"30,00",Investment,Expenses
Micro inversión fondo,22/10/2021,"20,00",Investment,Expenses
Cena restaurante semana,22/10/2021,"3,00",Leisure,Expenses
Netflix suscripción mensual,22/10/2021,"1,85",Leisure,Expenses
Suscripción anual servicio,21/10/2021,"0,65",Invoice,Expenses
Suscripción servicio digital,19/10/2021,"16,00",Invoice,Expenses
Recibo agua mensual,19/10/2021,"1,15",Invoice,Expenses
Ingreso extra varios,18/10/2021,"100,00",Deposit,Income
Pago suscripción app,18/10/2021,"1,15",Invoice,Expenses
Evento deporte espectáculo,16/10/2021,"24,50",Leisure,Expenses
Cobro deuda pendiente,16/10/2021,"15,00",Deposit,Income
Suscripción anual servicio,15/10/2021,"1,09",Invoice,Expenses
Factura gas calefacción,14/10/2021,"1,15",Invoice,Expenses
Tarde de compras,8/10/2021,"10,00",Leisure,Expenses
Noche fútbol bar,8/10/2021,"4,50",Leisure,Expenses
Salida bar copas,8/10/2021,"1,50",Leisure,Expenses
Cuota comunidad propietarios,8/10/2021,"1,09",Invoice,Expenses
Actividad deportiva semana,7/10/2021,"4,50",Leisure,Expenses
Compra online facturada,6/10/2021,"100,00",Invoice,Expenses
Suscripción servicio digital,6/10/2021,"0,65",Invoice,Expenses
Recibo agua mensual,4/10/2021,"1,09",Invoice,Expenses
Amazon Prime renovación,27/09/2021,"1,09",Invoice,Expenses
Tarde de compras,26/09/2021,"7,50",Leisure,Expenses
Cobro trabajo freelance,23/09/2021,"467,00",Salary,Income
Transferencia recibida amigo,23/09/2021,"100,00",Deposit,Income
Aportación mínima fondo,23/09/2021,"35,00",Investment,Expenses
Factura internet fibra,19/09/2021,"1,15",Invoice,Expenses
Factura luz mes,18/09/2021,"16,00",Invoice,Expenses
Compra ocio personal,18/09/2021,"6,80",Leisure,Expenses
Suscripción servicio digital,16/09/2021,"2,99",Invoice,Expenses
